"","City","State","MeanAnnual.Temperature","MeanAnnualPrecipitation","NetPrimaryProductivity","Elevation","Residence","NumberBedroooms"
"1288","ofallon","MO",13.017737,77.81299694,1.138476679,169.9763947,"One-family house detached from any other house","3"
"1290","Upper Marlboro","MD",13.6970948,90.40053517,1.81817838,37.22084808,"One-family house detached from any other house","4"
"1291","CHARLOTTE","TN",14.82522936,106.3435015,1.206806481,194.0680542,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","2"
"1292","Erie","PA",8.689296636,87.49617737,1.72410661,305.3861084,"One-family house detached from any other house","3"
"1293","Madison","NC",14.56414373,88.55282875,2.215286197,225.6538849,"One-family house detached from any other house","2"
"1294","Hurst","TX",18.83256881,69.65810398,0.82370533,197.8705597,"One-family house detached from any other house","3"
"1295","Lynchburg","VA",13.87331804,84.83990826,2.352892185,229.5341644,"One-family house detached from any other house","4"
"1297","Ann Arbor","MI",9.459633028,65.69365443,1.064468505,253.6655579,"One-family house detached from any other house","3"
"1298","Louisville","KY",13.52308869,93.08256881,1.143208663,181.5480499,"Duplex or two-family house (designed for two families)","2"
"1299","Montville","NJ",11.15,97.4837156,2.2052544,60.80302048,"One-family house detached from any other house","4"
"1300","Greensboro","NC",14.56414373,88.55282875,1.67546184,225.6538849,"One-family house detached from any other house","3"
"1301","Ramer","AL",18.49311927,106.133104,1.517792253,81.17416382,"One-family house detached from any other house","4"
"1302","Syracuse","NY",8.518042813,80.44411315,1.372615081,138.4844513,"Low rise apartment (multiple units, with 4 or fewer stories)","3"
"1303","Bozeman","MT",6.116437309,36.17744648,0.632911872,1528.734985,"One-family house detached from any other house","3"
"1304","Ashtabula","OH",9.327522936,79.74495413,NA,258.2288818,"One-family house detached from any other house","4"
"1305","Cherry Hill","NJ",12.05818043,94.8633792,1.464604782,22.87888908,"One-family house detached from any other house","4"
"1306","Nashville","TN",14.82522936,106.3435015,1.336273472,194.0680542,"One-family house detached from any other house","4"
"1308","Oklahoma City","OK",16.21743119,63.63792049,0.639725923,379.6455688,"One-family house detached from any other house","5"
"1311","Tacoma","WA",11.17285933,85.4941896,2.186705014,144.7330322,"One-family house detached from any other house","3"
"1312","Orlando","FL",21.99166667,115.6674312,2.152256217,14.28972244,"One-family house detached from any other house","3"
"1313","San Antonio","TX",19.91850153,68.80848624,1.382646883,281.5849915,"Low rise apartment (multiple units, with 4 or fewer stories)","1"
"1314","East Rochester","NY",8.673853211,68.67484709,1.583282861,115.5,"One-family house detached from any other house","3"
"1315","Lynnwood","WA",11.1014526,79.94380734,2.608986975,84.25081635,"One-family house detached from any other house","3"
"1316","Raleigh ","NC",15.40512232,94.05412844,1.698932469,96.75722504,"One-family house detached from any other house","3"
"1320","Tulsa","OK",15.8616208,84.8353211,1.194314057,198.4524994,"Low rise apartment (multiple units, with 4 or fewer stories)","1"
"1321","Drexel Hill","PA",12.40282875,91.6633792,1.236334048,25.62282181,"One-family house detached from any other house","3"
"1322","South Salem","NY",10.60825688,101.411315,1.867390972,127.7934723,"One-family house detached from any other house","2"
"1323","Pleasant Hill","CA",14.09617737,41.10183486,1.317724109,115.6696014,"One-family house detached from any other house","3"
"1325","Long Beach","CA",16.55206422,24.44931193,1.220434586,35.27723312,"One-family house detached from any other house","1"
"1326","martinsburg","WV",12.68478593,84.65328746,1.19715324,163.789444,"One-family house detached from any other house","3"
"1327","Raleigh","NC",15.40512232,94.05412844,1.698932469,96.75722504,"One-family house detached from any other house","5"
"1328","Penfield","NY",8.673853211,68.67484709,NA,115.5,"One-family house detached from any other house","4"
"1329","Tucson","AZ",17.99931193,28.01154434,0.306405209,1157.947266,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","3"
"1330","Lexington","KY",12.66391437,90.56704893,1.278921863,245.2419434,"One-family house detached from any other house","2"
"1331","Raleigh","NC",15.40512232,94.05412844,1.698932469,96.75722504,"One-family house detached from any other house","3"
"1332","Gibsonville","NC",14.56414373,88.55282875,1.297092668,225.6538849,"One-family house detached from any other house","3"
"1333","Burlington","NC",14.44793578,93.73470948,1.297092668,190.2480621,"One-family house detached from any other house","4"
"1334","centreville","VA",14.01888379,87.26605505,1.25412629,64.78483582,"One-family house detached from any other house","4"
"1335","Durham","NC",15.40512232,94.05412844,1.698932469,96.75722504,"One-family house detached from any other house","5"
"1336","Raleigh","NC",15.40512232,94.05412844,1.698932469,96.75722504,"One-family house detached from any other house","4"
"1337","Bruceton Mills","WV",10.47224771,93.0866208,1.453058752,471.0052795,"One-family house detached from any other house","3"
"1338","Walnut Cove","NC",14.2883792,90.05229358,2.390558752,275.8555603,"One-family house detached from any other house","3"
"1339","Wheeling","WV",10.3293578,88.45183486,1.80114325,329.5513916,"Low rise apartment (multiple units, with 4 or fewer stories)","2"
"1340","Asheboro","NC",14.81551988,94.3383792,1.67546184,200.5997162,"One-family house detached from any other house","3"
"1341","Elkins","WV",8.621100917,113.0474006,2.365384609,944.7755737,"One-family house detached from any other house","3"
"1342","Brookline","NH",7.73264526,92.51964832,2.235539059,205.5700073,"One-family house detached from any other house","3"
"1343","new york","NY",11.81796636,92.61200306,2.213204125,23.8580265,"High rise apartment (multiple units, with 5 or more stories)","1"
"1344","Mt. Pleasant","SC",18.67018349,102.3242355,2.986409751,3.003220558,"One-family house detached from any other house","5"
"1345","Richmond","VA",14.20412844,94.11980122,1.931935193,35.59749985,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","3"
"1347","La Quinta","CA",19.14327217,12.92752294,0.121290128,567.0177612,"One-family house detached from any other house","3"
"1348","Natrona Heights","PA",9.798318043,86.92905199,1.641202297,350.2911072,"One-family house detached from any other house","3"
"1349","Charlottesville","VA",13.49181957,87.03302752,1.514006662,194.8988953,"One-family house detached from any other house","3"
"1350","Getzville","NY",8.608792049,67.8601682,1.065982742,123.3691635,"One-family house detached from any other house","4"
"1351","Raleigh","NC",15.40512232,94.05412844,2.156420352,96.75722504,"One-family house detached from any other house","3"
"1352","Palo Cedro","CA",15.58409786,81.6911315,1.407063904,448.0766602,"One-family house detached from any other house","4"
"1353","Oak Ridge","TN",13.31544343,112.3767584,2.435796488,463.2702637,"One-family house detached from any other house","3"
"1354","Hamlin","WV",12.86116208,88.87851682,1.867201694,255.804718,"One-family house detached from any other house","3"
"1355","Durham","NC",14.54518349,92.76712538,1.698932469,137.7061157,"One-family house detached from any other house","2"
"1356","New York","NY",11.81796636,92.61200306,2.213204125,23.8580265,"Low rise apartment (multiple units, with 4 or fewer stories)","1"
"1357","Lincoln","MA",9.388990826,94.63203364,1.966573293,52.88596344,"One-family house detached from any other house","4"
"1358","Claremont","NC",15.03088685,98.2733945,2.611258339,330.7252808,"One-family house detached from any other house","3"
"1359","Gulf Breeze","FL",20.01873089,118.2353211,2.464377652,12.43274117,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","2"
"1360","st petersburg beach","FL",22.52897554,113.0506116,1.467443971,4.501904964,"One-family house detached from any other house","2"
"1361","Wilmington","NC",17.57576453,113.565367,2.933790122,6.412473679,"One-family house detached from any other house","3"
"1362","Lancaster","PA",10.72668196,89.72438838,1.39267868,150.8216705,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","2"
"1363","Hertford","NC",15.625,101.1760703,2.09604028,2.469870329,"One-family house detached from any other house","2"
"1364","memphis","TN",16.71513761,102.8070336,1.023394916,65.44611359,"One-family house detached from any other house","4"
"1365","Corvallis","OR",10.75336391,91.75344037,1.420692009,144.807785,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","2"
"1366","Harrisonburg","VA",12.62285933,80.3851682,1.46952605,400.1588745,"One-family house detached from any other house","2"
"1367","Largo","FL",22.52897554,113.0506116,1.467443971,4.501904964,"One-family house detached from any other house","3"
"1368","Williamstown","WV",11.33157492,89.34969419,2.002536336,263.4841614,"One-family house detached from any other house","3"
"1369","Matthews","NC",16.00198777,93.89120795,1.739248934,201.6608276,"One-family house detached from any other house","4"
"1370","Crozier","VA",14.06857798,89.16559633,2.032631738,79.20055389,"One-family house detached from any other house","2"
"1371","Lenoir","NC",14.08600917,112.962156,2.611258339,469.4902649,"One-family house detached from any other house","3"
"1372","salisbury","MD",13.48906728,89.87553517,1.35065869,5.246598244,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","2"
"1373","Springfield","OH",10.77561162,80.11009174,1.100242276,312.742218,"One-family house detached from any other house","4"
"1374","Erie","CO",7.221100917,32.97201835,0.720737433,1912.255859,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","3"
"1375","Spring Hill","FL",22.22989297,115.0124618,2.482169895,9.300343513,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","2"
"1376"," Franklinville","NC",14.81551988,94.3383792,1.67546184,200.5997162,"One-family house detached from any other house","3"
"1377","Rochester","MN",6.868501529,59.67721713,1.044594181,312.5010986,"Low rise apartment (multiple units, with 4 or fewer stories)","3"
"1378","Berkeley","CA",14.09617737,41.10183486,1.87041945,115.6696014,"Low rise apartment (multiple units, with 4 or fewer stories)","1"
"1379","Durham","NC",14.54518349,92.76712538,1.698932469,137.7061157,"One-family house detached from any other house","3"
"1380","Julian","NC",14.81551988,94.3383792,1.297092668,200.5997162,"One-family house detached from any other house","4"
"1381","Eggleston","VA",11.10374618,88.66842508,2.508858275,695.4216919,"One-family house detached from any other house","3"
"1382","Spencer","NY",7.400458716,73.25152905,1.517035135,392.8258362,"One-family house detached from any other house","3"
"1383","Locust","NC",15.59923547,97.38860856,1.541262879,147.7502747,"Low rise apartment (multiple units, with 4 or fewer stories)","3"
"1384","Raleigh","NC",15.40512232,94.05412844,1.698932469,96.75722504,"One-family house detached from any other house","4"
"1385","Ames","IA",8.909785933,65.98272171,0.791527867,329.9030457,"One-family house detached from any other house","2"
"1386","Grand Island","NY",8.34441896,79.10382263,1.065982742,179.2861176,"One-family house detached from any other house","3"
"1387","JUNCTION CITY","CA",10.04587156,95.62094801,1.460251367,1044.701416,"One-family house detached from any other house","1"
"1388","Cary","NC",15.40512232,94.05412844,1.698932469,96.75722504,"One-family house detached from any other house","3"
"1389","Anderson","SC",15.86697248,109.0136086,1.890672313,275.0289001,"Duplex or two-family house (designed for two families)","2"
"1390","Seattle","WA",11.1014526,79.94380734,2.608986975,84.25081635,"High rise apartment (multiple units, with 5 or more stories)","1"
"1391","Canal Fulton","OH",9.798623853,77.09740061,1.414635076,324.381958,"One-family house detached from any other house","4"
"1392","Dallas","TX",18.8132263,75.17469419,0.778656872,155.8502808,"One-family house detached from any other house","4"
"1393","Pawleys Island","SC",18.48470948,105.4142966,NA,4.238420486,"One-family house detached from any other house","3"
"1394","Portland","OR",11.17729358,90.90749235,2.360463346,96.17082977,"Low rise apartment (multiple units, with 4 or fewer stories)","3"
"1395","Des Moines","IA",9.632492355,67.21873089,0.964907635,290.4547119,"Duplex or two-family house (designed for two families)","4"
"1397","Lynchburg","VA",13.87331804,84.83990826,2.352892185,229.5341644,"One-family house detached from any other house","5"
"1398","winston-salem","NC",14.2883792,90.05229358,2.060455779,275.8555603,"One-family house detached from any other house","4"
"1399","weston","WV",11.09159021,97.83394495,2.192572677,395.1316528,"One-family house detached from any other house","2"
"1400","Dubuque","IA",8.689143731,70.55382263,1.10289219,264.4100037,"One-family house detached from any other house","3"
"1401","Hillsborough","NC",14.44793578,93.73470948,1.698932469,190.2480621,"One-family house detached from any other house","3"
"1402","Berlin","MD",13.3911315,92.97637615,1.35065869,8.082706451,"One-family house detached from any other house","4"
"1403","charlottesville","VA",12.62285933,80.3851682,2.266013008,400.1588745,"One-family house detached from any other house","3"
"1404","Fairfax","VA",14.01888379,87.26605505,1.25412629,64.78483582,"One-family house detached from any other house","3"
"1405","Kalamazoo","MI",9.557568807,76.51819572,1.197721076,251.7613831,"One-family house detached from any other house","4"
"1406","Durham","NC",15.40512232,94.05412844,1.698932469,96.75722504,"One-family house detached from any other house","3"
"1407","Sioux Falls","SD",7.325382263,45.6411315,0.917209271,472.4302673,"One-family house detached from any other house","3"
"1408","Willow Springs","MO",13.70558104,87.87912844,1.762719565,391.2316589,"One-family house detached from any other house","3"
"1409","Dallas","TX",18.8132263,75.17469419,0.778656872,155.8502808,"One-family house detached from any other house","5"
"1410","Jupiter","FL",23.64327217,124.9727829,NA,5.014381886,"One-family house detached from any other house","3"
"1411","Charlotte","NC",16.00198777,93.89120795,1.739248934,201.6608276,"One-family house detached from any other house","3"
"1412","Raleigh","NC",15.40512232,94.05412844,1.698932469,96.75722504,"One-family house detached from any other house","3"
"1413","Detroit","MI",9.307874618,67.98195719,1.139612358,191.672226,"Duplex or two-family house (designed for two families)","3"
"1414","Davis","CA",15.42813456,41.17079511,0.94541187,15.96166706,"Low rise apartment (multiple units, with 4 or fewer stories)","1"
"1415","Radford","VA",11.10374618,88.66842508,2.3381284,695.4216919,"One-family house detached from any other house","3"
"1416","Eden","NY",8.183027523,78.44388379,1.065982742,285.7919312,"One-family house detached from any other house","3"
"1417","Fort Pierce","FL",23.22836391,114.6227064,NA,5.639574051,"One-family house detached from any other house","3"
"1418","Ironwood","MI",3.762079511,64.11261468,NA,482.3688965,"One-family house detached from any other house","3"
"1419","Conway","AR",17.16506116,99.53302752,1.167436398,93.43000031,"A mobile home","3"
"1421","ocoee","FL",21.8411315,113.3574924,2.152256217,28.14388847,"One-family house detached from any other house","3"
"1422","Pisgah","IA",9.400764526,60.00015291,0.929890973,372.6394348,"One-family house detached from any other house","5"
"1423","San Diego","CA",16.81697248,22.42683486,1.389839487,103.6060028,"One-family house detached from any other house","3"
"1426","Clearwater","FL",22.52897554,113.0506116,1.467443971,4.501904964,"One-family house detached from any other house","2"
"1427","Marquette","MI",4.534938838,68.58126911,NA,306.5941772,"One-family house detached from any other house","3"
"1428","Peoria","IL",10.54411315,73.692737,0.902445487,192.5113831,"One-family house detached from any other house","2"
"1429","San Diego,","CA",16.81697248,22.42683486,1.389839487,103.6060028,"One-family house detached from any other house","3"
"1430","DeLand","FL",21.72431193,113.5750765,2.853535741,8.247079849,"One-family house detached from any other house","3"
"1431","Vichy","MO",13.10382263,77.33631498,1.299174744,255.4855499,"One-family house detached from any other house","4"
"1432","Jasper","AL",16.98830275,111.0939602,1.871555126,140.1027832,"One-family house detached from any other house","3"
"1433","Jersey City","NJ",11.15,97.4837156,2.213204125,60.80302048,"High rise apartment (multiple units, with 5 or more stories)","1"
"1434","Carlsbad","NM",16.43478593,23.37186544,0.311705027,1026.186401,"One-family house detached from any other house","2"
"1435","Irvine","CA",16.28264526,34.18035168,1.13715173,232.911026,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","2"
"1436","charleston","SC",18.67018349,102.3242355,2.986409751,3.003220558,"Duplex or two-family house (designed for two families)","2"
"1437","Raleigh","NC",15.40512232,94.05412844,1.698932469,96.75722504,"One-family house detached from any other house","3"
"1438","Urbana","IL",10.87507645,78.84464832,0.842065415,223.2963867,"One-family house detached from any other house","4"
"1439","Wallingford","PA",12.40282875,91.6633792,1.236334048,25.62282181,"One-family house detached from any other house","4"
"1441","Basking Ridge","NJ",9.860703364,99.49067278,2.2052544,165.7169495,"One-family house detached from any other house","4"
"1442","Lilburn","GA",16.65221713,102.9034404,2.095661718,274.2244568,"One-family house detached from any other house","4"
"1443","morgantown","WV",10.47224771,93.0866208,2.201279529,471.0052795,"One-family house detached from any other house","2"
"1444","DURHAM","NC",15.40512232,94.05412844,1.698932469,96.75722504,"One-family house detached from any other house","3"
"1445","Christiansburg","VA",11.23807339,91.43340979,2.3381284,635.8566895,"One-family house detached from any other house","3"
"1446","Waxhaw","NC",16.1867737,98.36972477,1.739248934,162.0244446,"One-family house detached from any other house","4"
"1448","humboldt ","SD",7.716819572,46.13310398,0.903770446,486.9064026,"One-family house detached from any other house","3"
"1449","Louisville","KY",13.52308869,93.08256881,1.920199875,181.5480499,"Low rise apartment (multiple units, with 4 or fewer stories)","2"
"1450","Portland","OR",10.72392966,91.80917431,1.927392495,120.6025009,"High rise apartment (multiple units, with 5 or more stories)","2"
"1453","Marble Falls","AR",14.90015291,92.30076453,1.570790435,411.3288879,"One-family house detached from any other house","3"
"1454","Chapel Hill","NC",14.88906728,97.33899083,1.698932469,136.7336121,"One-family house detached from any other house","3"
"1455","Greencastle","IN",11.54671254,82.81223242,1.112734709,256.3233337,"One-family house detached from any other house","2"
"1456","Pullman","WA",9.845183486,40.09877676,0.671335552,734.6774902,"One-family house detached from any other house","4"
"1458","Chapel Hill","NC",14.88906728,97.33899083,1.698932469,136.7336121,"One-family house detached from any other house","4"
"1459","Elm Grove","WI",7.394495413,64.4940367,NA,287.4455566,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","3"
"1460","Hockessin","DE",11.8103211,92.14327217,1.691739853,81.75190735,"One-family house detached from any other house","4"
"1462","Grand Forks","ND",4.127217125,39.87538226,0.713923382,284.3241577,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","3"
"1463","Portales","NM",14.43524465,32.48103976,0.419404907,1260.097778,"One-family house detached from any other house","3"
"1464","Hobbs","NM",16.44350153,27.79571865,0.414483648,1132.539673,"One-family house detached from any other house","4"
"1466","Scottsville","VA",14.27522936,84.47683486,1.514006662,113.5241699,"One-family house detached from any other house","2"
"1468","Chapel Hill","NC",15.40512232,94.05412844,1.698932469,96.75722504,"One-family house detached from any other house","3"
"1469","Charles Town","WV",12.68478593,84.65328746,1.19715324,163.789444,"One-family house detached from any other house","3"
"1470","Greensboro","NC",14.56414373,88.55282875,1.67546184,225.6538849,"One-family house detached from any other house","4"
"1471","Gainesville","FL",20.72599388,115.0859327,2.532139617,36.76833344,"One-family house detached from any other house","3"
"1472","Raleigh","NC",15.40512232,94.05412844,2.156420352,96.75722504,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","3"
"1473","deep gap","NC",11.02828746,96.86842508,2.199765292,948.1744385,"One-family house detached from any other house","2"
"1474","Durham","NC",14.54518349,92.76712538,1.698932469,137.7061157,"Low rise apartment (multiple units, with 4 or fewer stories)","2"
"1475","Chapel Hill","NC",14.88906728,97.33899083,1.698932469,136.7336121,"One-family house detached from any other house","5"
"1476","Saugerties","NY",9.113914373,88.5016055,1.677543917,138.1877747,"One-family house detached from any other house","3"
"1479","Sarasota","FL",22.97262997,109.2631498,1.576658087,4.21875,"One-family house detached from any other house","3"
"1480","Raleigh","NC",15.40512232,94.05412844,1.698932469,96.75722504,"One-family house detached from any other house","3"
"1481","brooklyn","NY",11.15,97.4837156,1.916603583,60.80302048,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","3"
"1482","Charlottesville","VA",12.62285933,80.3851682,1.514006662,400.1588745,"One-family house detached from any other house","2"
"1483","South Bend","IN",9.638685015,78.59510703,1.153429736,234.2583313,"One-family house detached from any other house","2"
"1484","Oldsmar","FL",22.22989297,115.0124618,1.467443971,9.300343513,"One-family house detached from any other house","3"
"1485","Houston","TX",20.45542813,93.55756881,2.567534829,14.17661858,"Low rise apartment (multiple units, with 4 or fewer stories)","1"
"1486","FORT COLLINS","CO",6.309633028,29.25894495,0.343314657,1983.906616,"One-family house detached from any other house","4"
"1487","Surry","ME",6.596100917,94.21330275,2.259198961,35.62565613,"One-family house detached from any other house","2"
"1488","Fayetteville","AR",14.68279817,94.02966361,1.96903392,379.7380676,"One-family house detached from any other house","2"
"1489","Amherst","NY",8.183027523,78.44388379,1.065982742,285.7919312,"One-family house detached from any other house","3"
"1491","Jupiter","FL",23.64327217,124.9727829,NA,5.014381886,"Low rise apartment (multiple units, with 4 or fewer stories)","1"
"1492","Lakewood","CO",6.594877676,32.73715596,0.720737433,2119.006104,"One-family house detached from any other house","3"
"1494","San Francisco","CA",14.09617737,41.10183486,1.87041945,115.6696014,"High rise apartment (multiple units, with 5 or more stories)","2"
"1495","Austin","TX",20.15902141,63.98692661,0.917398545,210.0549927,"One-family house detached from any other house","3"
"1496","Bear Lake","MI",7.116131498,63.76139144,1.17652181,205.6569519,"One-family house detached from any other house","3"
"1497","Bradenton","FL",22.81444954,104.4943425,1.576658087,10.83112431,"One-family house detached from any other house","3"
"1498","Durham","NC",15.40512232,94.05412844,1.698932469,96.75722504,"One-family house detached from any other house","3"
"1499","Tucson ","AZ",17.99931193,28.01154434,0.306405209,1157.947266,"One-family house detached from any other house","4"
"1500","Decatur","GA",16.65221713,102.9034404,2.095661718,274.2244568,"One-family house detached from any other house","5"
"1501","Spokane","WA",8.173547401,44.01850153,1.579497278,742.6072388,"One-family house detached from any other house","2"
"1502","Sonoita","AZ",15.73440367,32.40970948,0.340096913,1339.760864,"One-family house detached from any other house","3"
"1504","Blacksburg","VA",11.23807339,91.43340979,2.461538455,635.8566895,"One-family house detached from any other house","4"
"1505","Eugene","OR",11.24938838,101.1090214,1.340248341,161.2072296,"One-family house detached from any other house","4"
"1506","Eureka Springs","AR",14.96376147,93.68188073,1.621895818,414.0939026,"One-family house detached from any other house","1"
"1507","Durham","NC",15.40512232,94.05412844,1.698932469,96.75722504,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","3"
"1509","Nashville","TN",15.28486239,101.2087156,1.171221988,187.5155487,"Duplex or two-family house (designed for two families)","1"
"1510","Harrisburg","PA",10.84579511,84.23723242,1.714264089,164.0541687,"Low rise apartment (multiple units, with 4 or fewer stories)","2"
"1511","Arlington","TX",18.83256881,69.65810398,0.931783768,197.8705597,"One-family house detached from any other house","3"
"1512","Bartow","WV",8.621100917,113.0474006,2.272448509,944.7755737,"One-family house detached from any other house","1"
"1513","Raleigh","NC",15.40512232,94.05412844,1.698932469,96.75722504,"One-family house detached from any other house","4"
"1515","Baltimore","MD",12.43012232,89.19495413,1.041944274,92.84095764,"Low rise apartment (multiple units, with 4 or fewer stories)","1"
"1517","durham","NC",15.40512232,94.05412844,1.698932469,96.75722504,"One-family house detached from any other house","4"
"1518","Moscow","ID",9.845183486,40.09877676,1.686250761,734.6774902,"One-family house detached from any other house","3"
"1519","Gastonia","NC",16.04105505,99.05825688,1.60807844,233.3261108,"One-family house detached from any other house","4"
"1520","Chapel Hill","NC",14.88906728,97.33899083,1.698932469,136.7336121,"One-family house detached from any other house","3"
"1521","East Liverpool","OH",9.530351682,80.10229358,2.075408838,341.9272156,"One-family house detached from any other house","3"
"1522","Manassas","VA",14.01888379,87.26605505,1.25412629,64.78483582,"One-family house detached from any other house","4"
"1523","Santa Monica","CA",13.37056575,39.35022936,1.220434586,619.3668823,"One-family house detached from any other house","4"
"1524","Mars Hill","NC",10.49357798,112.8490826,2.533086008,790.3125,"One-family house detached from any other house","2"
"1525","Washington","DC",14.01888379,87.26605505,1.81817838,64.78483582,"Low rise apartment (multiple units, with 4 or fewer stories)","2"
"1526","Tampa","FL",22.15588685,112.4344801,1.448705334,25.95861053,"One-family house detached from any other house","3"
"1527","Lebanon","KY",13.0632263,100.1497706,1.196963965,228.5366669,"One-family house detached from any other house","1"
"1528","pittsboro","NC",14.88906728,97.33899083,1.698932469,136.7336121,"One-family house detached from any other house","3"
"1529","Cambridge","MA",9.388990826,94.63203364,NA,52.88596344,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","3"
"1532","SF","CA",14.09617737,41.10183486,1.87041945,115.6696014,"Low rise apartment (multiple units, with 4 or fewer stories)","1"
"1533","Richardson","TX",18.8132263,75.17469419,0.778656872,155.8502808,"One-family house detached from any other house","3"
"1534","Durham ","NC",15.40512232,94.05412844,1.698932469,96.75722504,"One-family house detached from any other house","4"
"1535","Warwick","RI",9.993501529,93.25229358,2.145063591,30.41094589,"One-family house detached from any other house","1"
"1536","Richland","WA",11.28302752,16.49655963,0.91001666,254.5022278,"One-family house detached from any other house","4"
"1538","Lenoir","NC",14.08600917,112.962156,2.611258339,469.4902649,"One-family house detached from any other house","3"
"1539","Somerville","MA",9.388990826,94.63203364,NA,52.88596344,"High rise apartment (multiple units, with 5 or more stories)","2"
"1540","Belmont","NC",16.04105505,99.05825688,1.29519988,233.3261108,"One-family house detached from any other house","4"
"1541","Pinehurst","NC",15.47018349,99.36460245,2.250870682,103.976387,"One-family house detached from any other house","3"
"1542","Raleigh","NC",15.40512232,94.05412844,2.156420352,96.75722504,"Low rise apartment (multiple units, with 4 or fewer stories)","2"
"1544","Lebanon","NH",5.602828746,84.04648318,2.034903087,337.3477783,"One-family house detached from any other house","4"
"1545","State College","PA",9.469877676,80.85925076,2.201847367,372.6585999,"Low rise apartment (multiple units, with 4 or fewer stories)","1"
"1547","Lebanon","NH",5.602828746,84.04648318,2.212068446,337.3477783,"One-family house detached from any other house","3"
"1548","Centreville, Va.","VA",14.01888379,87.26605505,1.25412629,64.78483582,"One-family house detached from any other house","4"
"1549","Erie","PA",9.101911315,78.14487768,NA,188.9750061,"One-family house detached from any other house","4"
"1550","topeka","KS",12.34373089,72.97117737,0.814619926,316.5869446,"One-family house detached from any other house","3"
"1551","Chapel Hill","NC",14.88906728,97.33899083,1.698932469,136.7336121,"One-family house detached from any other house","3"
"1555","Irvine","CA",16.28264526,34.18035168,1.037212298,232.911026,"One-family house detached from any other house","4"
"1556","PA Furnace","PA",9.469877676,80.85925076,2.201847367,372.6585999,"One-family house detached from any other house","3"
"1557","Pittsboro","NC",14.88906728,97.33899083,1.297092668,136.7336121,"One-family house detached from any other house","3"
"1558","Dallas","TX",18.8132263,75.17469419,0.778656872,155.8502808,"One-family house detached from any other house","3"
"1559","Stratford","NJ",12.40282875,91.6633792,1.464604782,25.62282181,"One-family house detached from any other house","4"
"1560","Blacksburg","VA",11.23807339,91.43340979,2.461538455,635.8566895,"One-family house detached from any other house","4"
"1561","Macomb","IL",11.07255352,75.07316514,0.875189277,189.922226,"One-family house detached from any other house","3"
"1562","Chapel Hill","NC",14.88906728,97.33899083,1.698932469,136.7336121,"One-family house detached from any other house","2"
"1564","Bellevue","WA",11.1014526,79.94380734,2.608986975,84.25081635,"High rise apartment (multiple units, with 5 or more stories)","2"
"1565","Austin","TX",20.15902141,63.98692661,0.917398545,210.0549927,"One-family house detached from any other house","3"
"1566","Oviedo","FL",21.99166667,115.6674312,2.853535741,14.28972244,"One-family house detached from any other house","4"
"1567","Tampa","FL",22.15588685,112.4344801,1.448705334,25.95861053,"One-family house detached from any other house","3"
"1568","Nellysford","VA",13.8103211,83.39036697,2.266013008,238.8325043,"One-family house detached from any other house","3"
"1569","Red Bluff","CA",16.75902141,58.58707951,1.407063904,181.367218,"One-family house detached from any other house","3"
"1570","Salisbury","NC",15.24342508,92.16062691,2.060455779,225.508606,"One-family house detached from any other house","4"
"1572","Fair Oaks","CA",15.52576453,46.77752294,1.623031494,112.7744446,"One-family house detached from any other house","4"
"1573","Kansas City","MO",12.5912844,79.44044343,1.040240765,272.7763977,"One-family house detached from any other house","4"
"1574","Roanoke","VA",13.63547401,88.97614679,2.506019069,358.2038879,"One-family house detached from any other house","3"
"1575","Chapel Hill","NC",14.88906728,97.33899083,1.698932469,136.7336121,"One-family house detached from any other house","3"
"1576","northport","FL",22.81444954,104.4943425,1.550916115,10.83112431,"One-family house detached from any other house","3"
"1577","Bradenton","FL",22.97262997,109.2631498,1.576658087,4.21875,"Low rise apartment (multiple units, with 4 or fewer stories)","2"
"1578","Menlo Park","CA",13.79136086,51.00313456,2.266391583,253.009201,"Low rise apartment (multiple units, with 4 or fewer stories)","2"
"1579","State College","PA",9.469877676,80.85925076,2.201847367,372.6585999,"One-family house detached from any other house","4"
"1581","Star","ID",9.471559633,35.03555046,1.093049672,1087.946655,"One-family house detached from any other house","3"
"1582","Baton Rouge","LA",20.1824159,125.0852446,3.003255598,3.574166775,"Low rise apartment (multiple units, with 4 or fewer stories)","2"
"1583","Sanford","NC",15.47018349,99.36460245,2.250870682,103.976387,"One-family house detached from any other house","3"
"1584","Los Angeles","CA",13.37056575,39.35022936,1.220434586,619.3668823,"High rise apartment (multiple units, with 5 or more stories)","1"
